n_bar,chi_IX_IX_fit,chi_XI_XI_fit
0.9704804804804804,0.0010491551270386693,0.0010491558414458307
0.9904904904904904,0.0010592715092285223,0.0010592721509404405
1.0105005005005003,0.0010693757188306107,0.0010693762884259423
1.0305105105105103,0.001079467770607261,0.0010794682686628163
1.0505205205205204,0.0010895476793063344,0.001089548106397079
1.0705305305305304,0.0010996154596612272,0.0010996158163602842
1.0905405405405404,0.0011096711263908691,0.0011096714132695226
1.1105505505505504,0.0011197146941997259,0.001119714911827421
1.1305605605605604,0.0011297461777777967,0.001129746326722144
1.1505705705705704,0.001139765591800616,0.0011397656726273926
1.1705805805805805,0.0011497729509292532,0.0011497729642024042
1.1905905905905905,0.0011597682698103115,0.001159768216091954
1.2106006006006005,0.0011697515630759293,0.0011697514429263537
1.2306106106106105,0.0011797228453437796,0.001179722659321451
1.2506206206206205,0.0011896821312170696,0.0011896818798786317
1.2706306306306305,0.0011996294352845415,0.0011996291191848176
1.2906406406406405,0.0012095647721204724,0.0012095643918124674
1.3106506506506506,0.0012194881562846735,0.0012194877123195777
1.3306606606606606,0.0012293996023224904,0.00122939909524968
1.3506706706706706,0.0012392991247648045,0.0012392985551318446
1.3706806806806806,0.0012491867381280307,0.0012491861064806776
1.3906906906906906,0.0012590624569141185,0.0012590617637963217
1.4107007007007006,0.001268926295610554,0.0012689255415644577
1.4307107107107107,0.0012787782686903544,0.0012787774542563014
1.4507207207207207,0.0012886183906120749,0.0012886175163286076
1.4707307307307307,0.0012984466758198033,0.001298445742223666
1.4907407407407407,0.0013082631387431628,0.0013082621463693042
1.5107507507507507,0.0013180677937973115,0.0013180667431788866
1.5307607607607607,0.0013278606553829412,0.0013278595470513138
1.5507707707707707,0.0013376417378862795,0.001337640572371024
1.5707807807807808,0.0013474110556790874,0.0013474098335079917
1.5907907907907908,0.0013571686231186614,0.0013571673448177287
1.6108008008008008,0.0013669144545478324,0.0013669131206412838
1.6308108108108106,0.0013766485642949659,0.0013766471753052416
1.6508208208208206,0.0013863709666739616,0.0013863695231217247
1.6708308308308306,0.001396081675984255,0.0013960801783883916
1.6908408408408406,0.001405780706510815,0.0014057791553884382
1.7108508508508506,0.001415468072524146,0.001415466468390598
